user_id,sign_up_date,gender,marital_status,children_status,home_country,home_city,home_airport,destination,destination_airport,page_clicks,base_fare_usd,home_airport_lat,home_airport_lon,destination_airport_lat,destination_airport_lon,check_in_time,check_out_time,age,avg_session_length,num_sessions,total_flights_booked,total_hotels_booked,total_return_flights_booked,total_checked_bags,cancellations,total_flight_discounts,total_hotel_discounts,total_rooms_booked
229009,2022-06-27,F,Unmarried,Has no children,usa,stockton,SCK,taipei,YED,144,1723.63,37.894,-121.239,53.667,121.552,2023-05-27 14:18:53,2023-05-29 11:00:00,18,4.4,8,4,3,4.0,1,1,1.0,1.0,2.0
229330,2022-06-27,F,Married,Has no children,usa,colorado springs,COS,san antonio,RND,129,505.51,38.806,-104.7,33.942,-97.362,2023-07-30 10:40:26,2023-07-31 11:00:00,47,2.0,8,4,4,4.0,1,0,0.0,1.0,7.0
232647,2022-06-30,F,Unmarried,Has no children,usa,birmingham,BHM,new york,LGA,100,237.1,33.563,-86.753,40.64,-73.779,2023-01-26 11:00:00,2023-02-06 11:00:00,18,1.6,8,1,1,1.0,1,0,1.0,0.0,1.0
249521,2022-07-15,F,Married,Has children,canada,ottawa,YOW,vancouver,YVR,151,642.02,45.323,-75.669,49.195,-123.182,2023-07-11 11:00:00,2023-07-13 11:00:00,60,2.3,8,1,2,1.0,1,0,1.0,3.0,2.0
252835,2022-07-18,F,Unmarried,Has children,usa,chicago,ORD,phoenix,YED,117,444.21,41.979,-87.904,53.667,-73.779,2023-07-19 13:29:04,2023-07-23 11:00:00,38,1.8,8,5,4,5.0,3,0,1.0,1.0,4.0
264470,2022-07-27,F,Unmarried,Has children,usa,bakersfield,BFL,phoenix,PHX,118,756.05,35.433,-119.057,40.64,-73.779,2023-04-04 09:48:31,2023-04-10 11:00:00,45,1.9,8,2,2,2.0,1,0,1.0,1.0,2.0
276512,2022-08-06,F,Married,Has children,usa,austin,AUS,philadelphia,PNE,98,395.69,30.194,-97.67,39.872,-75.241,2023-02-03 20:52:26,2023-02-05 11:00:00,42,1.5,8,1,1,1.0,1,0,2.0,2.0,1.0
281952,2022-08-11,F,Unmarried,Has no children,usa,louisville,LOU,new york,YYC,158,484.87,38.228,-85.664,51.114,-73.779,2023-07-19 12:17:40,2023-07-21 11:00:00,37,2.4,8,2,2,2.0,3,0,0.0,1.0,2.0
283325,2022-08-12,F,Married,Has no children,usa,dallas,DAL,quebec,YQB,114,453.27,32.847,-96.852,46.788,-71.398,2023-07-05 11:00:00,2023-07-07 11:00:00,51,1.8,8,1,2,1.0,0,0,2.0,1.0,3.0
290123,2022-08-18,F,Married,Has no children,usa,houston,HOU,vancouver,YVR,190,1836.21,29.645,-95.279,49.195,-73.417,2023-07-19 13:46:35,2023-07-20 11:00:00,41,2.6,9,7,6,6.0,6,0,0.0,0.0,10.0
297546,2022-08-24,F,Married,Has no children,usa,new york,JFK,toronto,YZD,207,759.33,40.64,-73.779,43.862,-79.37,2023-07-14 18:32:13,2023-07-19 11:00:00,51,3.2,8,4,5,4.0,3,0,0.0,1.0,7.0
299476,2022-08-25,F,Married,Has no children,usa,atlanta,ATL,houston,HOU,187,192.38,33.64,-84.427,29.607,-95.159,2023-01-23 18:23:14,2023-01-25 11:00:00,39,2.6,9,1,1,1.0,0,0,2.0,2.0,1.0
306819,2022-09-01,F,Married,Has children,usa,new york,JFK,hamilton,YHM,329,110.0,40.64,-73.779,43.173,-76.668,2023-04-11 18:22:09,2023-04-13 11:00:00,60,17.7,8,3,3,3.0,1,1,2.0,2.0,3.0
312488,2022-09-05,M,Married,Has no children,usa,new york,JFK,fort worth,FTW,76,407.1,40.64,-73.779,32.82,-97.362,2023-07-16 11:49:54,2023-07-16 11:00:00,31,1.2,8,1,1,1.0,1,0,1.0,1.0,1.0
313724,2022-09-06,F,Unmarried,Has no children,usa,tulsa,TUL,ottawa,YOW,351,578.0,36.198,-95.888,45.323,-75.669,2023-07-04 11:34:30,2023-07-06 11:00:00,52,18.5,8,5,6,5.0,4,1,1.0,1.0,8.0
316527,2022-09-08,F,Married,Has children,canada,winnipeg,YWG,washington,YOW,139,696.75,49.91,-97.234,45.323,-73.779,2023-04-27 11:50:05,2023-04-28 11:00:00,42,2.2,8,4,4,4.0,1,0,1.0,1.0,5.0
317688,2022-09-09,F,Unmarried,Has children,usa,indianapolis,IND,tucson,YED,133,500.75,39.717,-86.294,53.667,-87.752,2023-07-19 15:12:10,2023-07-20 11:00:00,41,2.1,8,4,4,4.0,2,0,2.0,1.0,4.0
322867,2022-09-14,F,Unmarried,Has no children,usa,mobile,BFM,austin,AUS,82,173.04,30.626,-88.068,30.194,-97.67,2023-01-25 13:09:08,2023-02-02 11:00:00,46,1.3,8,1,1,1.0,1,0,2.0,2.0,1.0
324191,2022-09-15,F,Unmarried,Has no children,usa,san diego,SAN,los angeles,LSQ,86,70.47,32.733,-117.189,33.942,-118.408,2023-03-28 11:13:10,2023-04-05 11:00:00,40,1.3,8,2,2,2.0,1,0,2.0,1.0,3.0
328590,2022-09-18,F,Unmarried,Has no children,usa,san diego,NZY,new york,LOU,383,1601.03,32.699,-117.215,42.409,-73.779,2023-05-26 21:38:05,2023-06-01 11:00:00,56,18.1,8,4,3,4.0,1,1,2.0,3.0,4.0
330764,2022-09-20,F,Unmarried,Has no children,usa,detroit,DET,ottawa,YOW,375,375.52,42.409,-83.01,45.323,-75.669,2023-04-14 11:00:00,2023-04-19 11:00:00,39,17.7,8,2,3,2.0,2,1,1.0,2.0,2.0
330893,2022-09-20,F,Married,Has children,usa,oklahoma city,OKC,new york,LSQ,133,382.9,35.393,-97.601,40.64,-73.779,2023-07-05 09:51:12,2023-07-06 11:00:00,43,2.1,8,3,3,3.0,2,0,0.0,1.0,3.0
331039,2022-09-20,F,Married,Has children,canada,london,YXU,los angeles,LAX,198,2290.87,43.036,-81.154,33.942,-118.408,2023-12-15 03:12:23,2023-12-23 11:00:00,45,10.2,8,2,2,2.0,6,1,2.0,3.0,4.0
334787,2022-09-23,F,Unmarried,Has no children,usa,minneapolis,MSP,ottawa,YOW,119,329.7,44.88,-93.217,45.323,-71.005,2023-03-31 11:15:22,2023-04-04 11:00:00,53,1.8,8,3,3,3.0,2,0,2.0,0.0,3.0
338086,2022-09-25,F,Unmarried,Has children,usa,washington,IAD,san diego,SAN,137,644.83,38.944,-77.456,32.847,-96.852,2023-05-12 19:31:38,2023-05-15 11:00:00,40,2.1,8,2,2,2.0,1,0,1.0,1.0,2.0
343928,2022-09-30,F,Married,Has no children,usa,el paso,BIF,winnipeg,YWG,122,5109.4,31.849,-106.38,50.056,106.662,2023-02-21 13:42:33,2023-02-25 11:00:00,65,1.9,8,2,1,2.0,1,0,2.0,1.0,1.0
347778,2022-10-03,F,Unmarried,Has no children,usa,las vegas,LSV,san diego,YIP,162,2734.2,36.236,-115.034,42.409,-73.779,2023-06-26 13:33:05,2023-06-29 11:00:00,50,2.2,9,5,4,5.0,5,0,2.0,0.0,7.0
348817,2022-10-04,F,Unmarried,Has no children,canada,calgary,YYC,san jose,YHU,125,550.59,51.114,-114.02,45.517,-73.417,2023-05-26 12:46:55,2023-05-29 11:00:00,29,1.9,8,3,4,3.0,2,0,1.0,0.0,4.0
349132,2022-10-04,F,Unmarried,Has no children,usa,cincinnati,CVG,new york,YMX,133,494.7,39.046,-84.662,45.517,-73.417,2023-03-28 14:27:45,2023-04-02 11:00:00,49,1.8,9,2,3,2.0,1,0,0.0,1.0,5.0
350648,2022-10-05,F,Unmarried,Has no children,usa,lincoln,LNK,san antonio,SKF,295,212.18,40.851,-96.759,29.529,-98.279,2023-06-18 13:34:58,2023-06-22 11:00:00,18,13.5,8,2,2,2.0,0,1,3.0,2.0,2.0
353271,2022-10-07,F,Unmarried,Has children,usa,milwaukee,MKE,new york,JFK,84,408.4,42.947,-87.896,40.64,-73.779,2023-03-22 10:29:44,2023-03-22 11:00:00,26,1.3,8,1,1,1.0,0,0,1.0,1.0,2.0
353694,2022-10-07,F,Unmarried,Has children,usa,new york,LGA,memphis,MEM,100,252.15,40.777,-73.872,41.786,-87.752,2023-07-11 11:56:01,2023-07-16 11:00:00,40,1.5,8,2,2,1.0,1,0,3.0,0.0,3.0
354050,2022-10-07,F,Unmarried,Has no children,usa,detroit,DET,san jose,SJI,172,671.1,42.409,-83.01,37.362,-81.688,2023-07-13 15:10:20,2023-07-17 11:00:00,50,2.7,8,5,5,4.0,1,0,1.0,1.0,6.0
354260,2022-10-07,F,Unmarried,Has no children,usa,providence,PVD,houston,IAH,116,724.16,41.724,-71.428,36.776,-95.159,2023-01-31 12:08:55,2023-02-03 11:00:00,49,1.8,8,2,1,2.0,2,0,2.0,0.0,1.0
354311,2022-10-08,F,Married,Has no children,usa,tucson,DMA,new york,YIP,98,593.15,32.166,-110.883,42.409,-73.779,2023-03-18 15:16:47,2023-03-22 11:00:00,46,1.5,8,2,1,2.0,1,0,1.0,0.0,1.0
354950,2022-10-08,M,Married,Has no children,usa,amarillo,AMA,ottawa,YOW,100,460.54,35.219,-101.706,45.323,-75.669,2023-02-02 15:04:43,2023-02-09 11:00:00,53,1.6,8,1,1,1.0,1,0,0.0,1.0,1.0
356046,2022-10-09,F,Unmarried,Has no children,canada,ottawa,YOW,phoenix,YHM,101,625.51,45.323,-75.669,43.173,-79.935,2023-03-11 09:31:09,2023-03-14 11:00:00,34,1.6,8,2,2,2.0,0,0,1.0,1.0,3.0
357737,2022-10-10,F,Married,Has children,usa,san diego,SAN,san jose,SJI,419,677.24,32.733,-117.189,40.64,-73.779,2023-07-05 11:00:00,2023-07-12 11:00:00,41,18.4,8,5,6,5.0,2,1,1.0,4.0,6.0
359072,2022-10-11,F,Married,Has children,canada,montreal,YUL,quebec,YQB,318,328.66,45.468,-73.741,46.788,-71.398,2023-05-07 15:40:15,2023-05-09 11:00:00,51,16.4,8,4,4,4.0,1,1,3.0,1.0,4.0
359080,2022-10-11,F,Married,Has no children,usa,new york,JFK,toronto,YYC,126,3771.35,40.64,-73.779,51.114,55.364,2023-05-01 13:43:43,2023-05-03 11:00:00,42,2.0,8,4,2,4.0,4,0,1.0,1.0,2.0
359653,2022-10-12,M,Unmarried,Has no children,canada,victoria,YYJ,los angeles,LSQ,127,465.41,48.647,-123.426,33.942,-97.362,2023-02-14 21:29:15,2023-02-16 11:00:00,55,2.0,8,2,2,2.0,2,0,1.0,2.0,2.0
361459,2022-10-13,F,Married,Has children,usa,houston,EFD,new york,JFK,59,393.91,29.607,-95.159,40.64,-73.779,2023-01-22 19:51:43,2023-01-24 11:00:00,41,0.9,8,1,1,1.0,1,0,0.0,2.0,1.0
361759,2022-10-13,F,Married,Has no children,canada,winnipeg,YWG,san francisco,SFO,139,486.71,49.91,-97.234,39.872,-75.241,2023-04-30 11:33:40,2023-04-30 11:00:00,53,1.9,9,4,3,4.0,2,0,3.0,2.0,3.0
363535,2022-10-14,F,Unmarried,Has no children,usa,charlotte,CLT,phoenix,YUL,248,484.84,35.214,-80.943,45.517,-73.417,2023-06-22 11:38:13,2023-06-22 11:00:00,31,14.2,8,4,4,3.0,3,1,4.0,1.0,5.0
365825,2022-10-16,F,Unmarried,Has no children,usa,los angeles,LAX,las vegas,LAS,355,64.63,33.942,-118.408,36.08,-115.152,2023-06-19 17:28:30,2023-06-30 11:00:00,45,17.4,8,2,3,1.0,1,1,2.0,1.0,5.0
372970,2022-10-21,F,Unmarried,Has no children,usa,charlotte,CLT,vancouver,YVR,100,714.2,35.214,-80.943,49.195,-122.597,2023-05-29 20:41:13,2023-05-31 11:00:00,34,1.6,8,2,2,2.0,1,0,2.0,2.0,2.0
373489,2022-10-21,F,Married,Has children,usa,wichita,ICT,osaka,ITM,118,7451.31,37.65,-97.433,34.785,135.438,2024-02-09 23:51:36,2024-02-22 11:00:00,37,1.6,9,1,1,1.0,3,0,3.0,4.0,2.0
374331,2022-10-22,M,Unmarried,Has no children,usa,milwaukee,MKE,dallas,DAL,338,236.26,42.947,-87.896,32.847,-96.852,2023-01-21 11:00:00,2023-02-02 11:00:00,42,17.2,8,2,2,2.0,2,1,4.0,2.0,2.0
375729,2022-10-23,F,Unmarried,Has no children,usa,atlanta,ATL,toronto,YKZ,142,560.37,33.64,-84.427,43.862,-73.779,2023-07-19 16:31:19,2023-07-21 11:00:00,53,2.2,8,3,3,3.0,1,0,3.0,2.0,3.0
375751,2022-10-23,F,Married,Has no children,usa,cleveland,CLE,philadelphia,PNE,192,308.82,41.412,-81.85,39.872,-75.241,2023-03-07 15:43:44,2023-03-11 11:00:00,50,2.9,8,3,2,3.0,1,0,0.0,1.0,2.0
376159,2022-10-23,F,Unmarried,Has no children,usa,long beach,LGB,houston,IAH,102,367.24,33.818,-118.151,29.607,-95.159,2023-05-22 11:00:00,2023-05-26 11:00:00,42,1.6,8,1,2,1.0,1,0,0.0,0.0,2.0
377411,2022-10-24,F,Married,Has no children,canada,montreal,YMX,new york,LGA,118,915.54,45.68,-74.039,40.64,-73.779,2023-03-24 14:12:17,2023-03-28 11:00:00,38,1.8,8,2,2,2.0,0,0,3.0,1.0,3.0
378565,2022-10-25,F,Married,Has children,usa,nashville,BNA,san diego,SAT,136,492.74,36.124,-86.678,32.699,-98.279,2023-07-03 16:31:09,2023-07-05 11:00:00,40,2.1,8,2,5,2.0,1,0,4.0,0.0,6.0
379543,2022-10-25,F,Married,Has no children,usa,san jose,SJC,san diego,NZY,104,608.31,37.362,-121.929,32.699,-81.688,2023-06-14 17:57:51,2023-06-16 11:00:00,56,1.6,8,3,3,3.0,1,0,1.0,1.0,3.0
380434,2022-10-26,F,Married,Has children,usa,oklahoma city,TIK,tucson,YYZ,114,476.15,35.415,-97.386,47.53,-79.37,2023-06-23 21:04:19,2023-06-26 11:00:00,50,1.7,8,3,3,3.0,1,0,2.0,1.0,3.0
380436,2022-10-26,F,Unmarried,Has no children,usa,new york,LGA,toronto,YZD,107,113.25,40.777,-73.872,43.862,-79.37,2023-01-28 15:42:32,2023-02-02 11:00:00,44,1.7,8,1,1,1.0,1,0,0.0,2.0,1.0
380757,2022-10-26,F,Unmarried,Has children,usa,los angeles,LAX,san diego,YHU,122,364.86,33.942,-118.408,45.517,-73.417,2023-07-11 17:59:51,2023-07-13 11:00:00,46,1.9,8,3,3,2.0,1,0,1.0,2.0,3.0
380874,2022-10-26,F,Married,Has no children,usa,louisville,LOU,toronto,YKZ,117,662.69,38.228,-85.664,43.862,-79.37,2023-05-20 12:18:47,2023-05-24 11:00:00,54,1.8,8,3,3,3.0,2,0,0.0,3.0,3.0
380949,2022-10-26,F,Unmarried,Has no children,usa,san antonio,SAT,seattle,YOW,432,575.38,29.534,-98.47,47.53,-75.669,2023-07-21 09:29:56,2023-07-24 11:00:00,46,18.6,8,6,5,6.0,1,1,1.0,2.0,5.0
381259,2022-10-26,F,Unmarried,Has children,usa,san diego,SAN,washington,DCA,97,719.48,32.733,-117.189,38.852,-77.037,2023-01-16 13:34:06,2023-01-18 11:00:00,21,1.5,8,1,1,1.0,1,0,0.0,1.0,1.0
381465,2022-10-26,F,Unmarried,Has no children,usa,san antonio,SAT,houston,MDW,245,324.87,29.534,-98.47,41.786,-87.752,2023-07-05 11:05:07,2023-07-06 11:00:00,34,7.0,8,3,5,1.0,0,1,3.0,1.0,5.0
382181,2022-10-27,F,Married,Has no children,canada,halifax,YHZ,toronto,YYZ,106,677.1,44.881,-63.509,53.667,-75.669,2023-06-09 16:11:36,2023-06-14 11:00:00,36,1.6,8,3,2,3.0,2,0,2.0,0.0,2.0
382384,2022-10-27,F,Married,Has no children,usa,st. petersburg,PIE,houston,EFD,75,228.63,27.911,-82.687,29.607,-95.159,2023-01-25 10:32:13,2023-01-25 11:00:00,57,1.2,8,1,1,1.0,1,0,0.0,0.0,1.0
385689,2022-10-29,F,Unmarried,Has children,usa,nashville,BNA,toronto,YTZ,92,554.67,36.124,-86.678,43.862,-71.005,2023-07-04 11:00:00,2023-07-12 11:00:00,49,1.4,8,3,4,3.0,1,0,2.0,0.0,5.0
386914,2022-10-30,F,Married,Has children,canada,hamilton,YHM,delhi,MDW,294,11100.19,43.173,-79.935,41.786,77.103,2023-02-11 10:49:25,2023-02-13 11:00:00,46,16.5,8,3,2,3.0,9,1,2.0,4.0,1.0
387783,2022-10-31,M,Married,Has children,usa,oakland,OAK,dallas,DAL,87,431.26,37.721,-122.221,32.847,-96.852,2023-02-17 11:00:00,2023-03-02 11:00:00,54,1.3,8,1,3,1.0,0,0,1.0,1.0,4.0
388328,2022-10-31,F,Married,Has children,canada,toronto,YYZ,portland,PDX,135,582.52,43.677,-79.631,45.589,-73.779,2023-05-29 17:12:25,2023-05-31 11:00:00,50,1.8,9,3,5,3.0,3,0,3.0,2.0,5.0
388767,2022-10-31,F,Married,Has children,usa,tallahassee,TLH,el paso,ELP,104,372.34,30.396,-84.35,31.849,-106.38,2023-01-29 11:37:28,2023-02-08 11:00:00,44,1.6,8,1,1,1.0,1,0,0.0,0.0,1.0
388947,2022-10-31,M,Unmarried,Has no children,usa,new york,LGA,toronto,YKZ,112,719.01,40.777,-73.872,45.589,-79.37,2023-03-04 11:42:32,2023-03-06 11:00:00,40,1.5,9,3,2,3.0,2,0,3.0,1.0,2.0
389434,2022-11-01,F,Unmarried,Has no children,usa,new york,LGA,san antonio,YHM,444,703.25,40.777,-73.872,43.173,-79.935,2023-04-06 09:42:33,2023-04-06 11:00:00,42,18.8,8,6,6,6.0,3,1,4.0,1.0,6.0
389662,2022-11-01,F,Unmarried,Has no children,usa,fresno,FAT,dallas,YYC,146,369.01,36.776,-119.718,51.114,-96.852,2023-04-07 11:04:16,2023-04-09 11:00:00,39,2.3,8,2,3,2.0,2,0,3.0,0.0,3.0
389759,2022-11-01,F,Unmarried,Has children,usa,anchorage,ANC,washington,YYC,156,1321.85,61.174,-149.996,51.114,-77.037,2023-06-06 12:03:50,2023-06-11 11:00:00,33,2.4,8,3,3,3.0,1,0,3.0,0.0,5.0
390811,2022-11-01,F,Unmarried,Has no children,usa,los angeles,LAX,portland,YYC,132,514.85,33.942,-118.408,51.114,-85.664,2023-07-27 10:40:44,2023-07-27 11:00:00,41,2.0,8,3,3,3.0,2,0,1.0,0.0,3.0
392453,2022-11-02,F,Unmarried,Has no children,usa,el paso,ELP,vancouver,YVR,78,393.98,31.807,-106.378,49.195,-123.182,2023-07-17 11:59:04,2023-07-28 11:00:00,58,1.2,8,1,1,1.0,1,0,2.0,2.0,1.0
395981,2022-11-04,F,Married,Has no children,canada,vancouver,YVR,hamilton,YIP,101,1185.11,49.195,-123.182,43.173,-79.935,2023-06-16 14:14:15,2023-06-18 11:00:00,52,1.6,8,3,3,3.0,3,0,1.0,0.0,4.0
396552,2022-11-05,F,Married,Has no children,canada,london,YXU,philadelphia,PNE,109,333.75,43.036,-81.154,39.872,-75.241,2023-04-26 13:25:51,2023-04-28 11:00:00,45,1.7,8,4,4,2.0,2,0,0.0,1.0,4.0
399137,2022-11-07,F,Married,Has no children,usa,dallas,DAL,philadelphia,PHL,155,431.31,32.847,-96.852,40.64,-73.779,2023-05-20 13:46:41,2023-05-22 11:00:00,54,2.4,8,2,4,2.0,2,0,3.0,0.0,6.0
399218,2022-11-07,F,Married,Has children,usa,fort worth,FTW,san antonio,SKF,121,418.5,32.82,-97.362,40.64,-73.779,2023-04-02 14:28:12,2023-04-05 11:00:00,44,1.9,8,2,1,2.0,1,0,1.0,0.0,1.0
399799,2022-11-07,F,Married,Has no children,canada,toronto,YTZ,san jose,SJO,126,601.73,43.627,-79.396,41.786,-73.779,2023-07-24 13:31:41,2023-07-25 11:00:00,55,1.9,8,4,4,3.0,2,0,0.0,1.0,4.0
400275,2022-11-07,F,Married,Has children,usa,phoenix,LUF,philadelphia,PHL,99,625.36,33.535,-112.383,42.409,-75.241,2023-01-11 20:12:00,2023-01-16 11:00:00,56,1.5,8,2,1,2.0,1,0,3.0,0.0,1.0
400582,2022-11-07,F,Married,Has no children,usa,chicago,ORD,winnipeg,YAV,125,238.67,41.979,-87.904,50.056,-73.779,2023-06-03 10:38:39,2023-06-04 11:00:00,32,1.9,8,3,4,3.0,0,0,1.0,1.0,4.0
