user_id,sign_up_date,gender,marital_status,children_status,home_country,home_city,home_airport,destination,destination_airport,page_clicks,base_fare_usd,home_airport_lat,home_airport_lon,destination_airport_lat,destination_airport_lon,check_in_time,check_out_time,age,avg_session_length,num_sessions,total_flights_booked,total_hotels_booked,total_return_flights_booked,total_checked_bags,cancellations,total_flight_discounts,total_hotel_discounts,total_rooms_booked,Avg_checked_bags,Avg_flight_discount_amount,Avg_base_fare,Avg_hotel_discount_amount,Avg_page_clicks,cancellations_ratio,Avg_flights_booked,Avg_hotels_booked,length_of_stay,flight_distance_km,dollars_saved,ADS,scaled_ADS,discount_flight_proportion,scaled_distance,ADS_per_km,bargain_hunter_index
224996,2022-06-23,F,Unmarried,Has children,canada,halifax,YHZ,new york,YYC,102.0,728.23,44.881,-63.509,51.114,-73.779,2023-05-20 18:12:04,2023-05-21 11:00:00,43,1.6,8,2,1,2.0,0,0,0.0,1.0,1.0,0.0,0.0,728.23,1.0,102.0,0.0,2.0,1.0,0,1029.919540050499,0.0,0.0,0.0,0.0,0.06382053822505258,0.0,0.0
226367,2022-06-25,F,Unmarried,Has no children,usa,washington,IAD,new york,ORD,114.0,621.31,38.944,-77.456,41.786,-73.779,2023-07-05 17:09:31,2023-07-07 11:00:00,43,1.8,8,3,3,3.0,2,0,1.0,0.0,4.0,2.0,0.16666666666666666,621.31,0.0,114.0,0.0,3.0,3.0,1,443.6646226302239,621.31,621.31,0.02677579350860945,0.0,0.026999836889457052,0.006763337196882588,0.0
228872,2022-06-27,M,Unmarried,Has no children,usa,san antonio,RND,portland,PDX,126.0,509.21,29.529,-98.279,45.589,-122.597,2023-07-23 11:00:00,2023-07-31 11:00:00,35,2.0,8,1,2,1.0,1,0,1.0,0.0,2.0,1.0,0.16666666666666666,509.21,0.0,126.0,0.0,1.0,2.0,8,2770.218959444619,509.21,509.21,0.02194476479135861,0.0,0.1731228967246473,0.0008644825891994017,0.0
229009,2022-06-27,F,Unmarried,Has no children,usa,stockton,SCK,taipei,YED,144.0,1723.63,37.894,-121.239,53.667,121.552,2023-05-27 14:18:53,2023-05-29 11:00:00,18,4.4,8,4,3,4.0,1,1,1.0,1.0,2.0,1.0,0.16666666666666666,1723.63,1.0,144.0,1.0,4.0,3.0,1,8192.77986942673,1723.63,1723.63,0.07428105288059826,0.0,0.5136957257238659,0.0009861703241029656,0.0
229330,2022-06-27,F,Married,Has no children,usa,colorado springs,COS,san antonio,RND,129.0,505.51,38.806,-104.7,33.942,-97.362,2023-07-30 10:40:26,2023-07-31 11:00:00,47,2.0,8,4,4,4.0,1,0,0.0,1.0,7.0,1.0,0.0,505.51,1.0,129.0,0.0,4.0,4.0,1,850.4371462136577,0.0,0.0,0.0,0.0,0.052547852193616816,0.0,0.0
232647,2022-06-30,F,Unmarried,Has no children,usa,birmingham,BHM,new york,LGA,100.0,237.1,33.563,-86.753,40.64,-73.779,2023-01-26 11:00:00,2023-02-06 11:00:00,18,1.6,8,1,1,1.0,1,0,1.0,0.0,1.0,1.0,0.16666666666666666,237.1,0.0,100.0,0.0,1.0,1.0,11,1391.5841166508767,237.1,237.1,0.010217992050492187,0.0,0.08653547495814713,0.0008052879667454166,0.0
249521,2022-07-15,F,Married,Has children,canada,ottawa,YOW,vancouver,YVR,151.0,642.02,45.323,-75.669,49.195,-123.182,2023-07-11 11:00:00,2023-07-13 11:00:00,60,2.3,8,1,2,1.0,1,0,1.0,3.0,2.0,1.0,0.16666666666666666,642.02,3.0,151.0,0.0,1.0,2.0,2,3551.7999406903273,642.02,642.02,0.027668305593660875,0.0,0.22221137176322725,0.0008491728770758622,0.0
252835,2022-07-18,F,Unmarried,Has children,usa,chicago,ORD,phoenix,YED,117.0,444.21,41.979,-87.904,53.667,-73.779,2023-07-19 13:29:04,2023-07-23 11:00:00,38,1.8,8,5,4,5.0,3,0,1.0,1.0,4.0,3.0,0.16666666666666666,444.21,1.0,117.0,0.0,5.0,4.0,3,1667.3587342300598,444.21,444.21,0.019143543858073108,0.0,0.10385595198630279,0.0012571027526984589,0.0
264470,2022-07-27,F,Unmarried,Has children,usa,bakersfield,BFL,phoenix,PHX,118.0,756.05,35.433,-119.057,40.64,-73.779,2023-04-04 09:48:31,2023-04-10 11:00:00,45,1.9,8,2,2,2.0,1,0,1.0,1.0,2.0,1.0,0.16666666666666666,756.05,1.0,118.0,0.0,2.0,2.0,6,3963.392526338863,756.05,756.05,0.03258250902477696,0.0,0.2480621189685523,0.000895785247464423,0.0
276512,2022-08-06,F,Married,Has children,usa,austin,AUS,philadelphia,PNE,98.0,395.69,30.194,-97.67,39.872,-75.241,2023-02-03 20:52:26,2023-02-05 11:00:00,42,1.5,8,1,1,1.0,1,0,2.0,2.0,1.0,1.0,0.3333333333333333,395.69,2.0,98.0,0.0,1.0,1.0,1,2299.1482701158357,791.38,791.38,0.034105080341284295,0.0,0.14353652969500613,0.001620453098989185,0.0
281952,2022-08-11,F,Unmarried,Has no children,usa,louisville,LOU,new york,YYC,158.0,484.87,38.228,-85.664,51.114,-73.779,2023-07-19 12:17:40,2023-07-21 11:00:00,37,2.4,8,2,2,2.0,3,0,0.0,1.0,2.0,3.0,0.0,484.87,1.0,158.0,0.0,2.0,2.0,1,1708.8325346634297,0.0,0.0,0.0,0.0,0.1064607820246229,0.0,0.0
283325,2022-08-12,F,Married,Has no children,usa,dallas,DAL,quebec,YQB,114.0,453.27,32.847,-96.852,46.788,-71.398,2023-07-05 11:00:00,2023-07-07 11:00:00,51,1.8,8,1,2,1.0,0,0,2.0,1.0,3.0,0.0,0.3333333333333333,453.27,1.0,114.0,0.0,1.0,2.0,2,2650.4256126791843,906.54,906.54,0.03906798192093288,0.0,0.16559907916308061,0.001608951271678368,0.0
290123,2022-08-18,F,Married,Has no children,usa,houston,HOU,vancouver,YVR,190.0,1836.21,29.645,-95.279,49.195,-73.417,2023-07-19 13:46:35,2023-07-20 11:00:00,41,2.6,9,7,6,6.0,6,0,0.0,0.0,10.0,6.0,0.0,1836.21,0.0,190.0,0.0,7.0,6.0,0,2851.418005394857,0.0,0.0,0.0,0.0,0.17822273594275603,0.0,0.0
297546,2022-08-24,F,Married,Has no children,usa,new york,JFK,toronto,YZD,207.0,759.33,40.64,-73.779,43.862,-79.37,2023-07-14 18:32:13,2023-07-19 11:00:00,51,3.2,8,4,5,4.0,3,0,0.0,1.0,7.0,3.0,0.0,759.33,1.0,207.0,0.0,4.0,5.0,4,582.9688256475425,0.0,0.0,0.0,0.0,0.03574906576870374,0.0,0.0
299476,2022-08-25,F,Married,Has no children,usa,atlanta,ATL,houston,HOU,187.0,192.38,33.64,-84.427,29.607,-95.159,2023-01-23 18:23:14,2023-01-25 11:00:00,39,2.6,9,1,1,1.0,0,0,2.0,2.0,1.0,0.0,0.3333333333333333,192.38,2.0,187.0,0.0,1.0,1.0,1,1109.9174733553675,384.76,384.76,0.016581504096783526,0.0,0.06884493959407653,0.0016425996657852592,0.0
306819,2022-09-01,F,Married,Has children,usa,new york,JFK,hamilton,YHM,329.0,110.0,40.64,-73.779,43.173,-76.668,2023-04-11 18:22:09,2023-04-13 11:00:00,60,17.7,8,3,3,3.0,1,1,2.0,2.0,3.0,1.0,0.3333333333333333,110.0,2.0,329.0,1.0,3.0,3.0,1,369.39478915577644,220.0,220.0,0.009481055466504771,0.0,0.022335198222304325,0.002894987593934946,0.0
312488,2022-09-05,M,Married,Has no children,usa,new york,JFK,fort worth,FTW,76.0,407.1,40.64,-73.779,32.82,-97.362,2023-07-16 11:49:54,2023-07-16 11:00:00,31,1.2,8,1,1,1.0,1,0,1.0,1.0,1.0,1.0,0.16666666666666666,407.1,1.0,76.0,0.0,1.0,1.0,-1,2265.4635323555963,407.1,407.1,0.01754426218370042,0.0,0.14142090450913072,0.0008460603235341519,0.0
313724,2022-09-06,F,Unmarried,Has no children,usa,tulsa,TUL,ottawa,YOW,351.0,578.0,36.198,-95.888,45.323,-75.669,2023-07-04 11:34:30,2023-07-06 11:00:00,52,18.5,8,5,6,5.0,4,1,1.0,1.0,8.0,4.0,0.16666666666666666,578.0,1.0,351.0,1.0,5.0,6.0,1,1974.021224865464,578.0,578.0,0.02490931845290799,0.0,0.12311639252674675,0.001379830670473941,0.0
316527,2022-09-08,F,Married,Has children,canada,winnipeg,YWG,washington,YOW,139.0,696.75,49.91,-97.234,45.323,-73.779,2023-04-27 11:50:05,2023-04-28 11:00:00,42,2.2,8,4,4,4.0,1,0,1.0,1.0,5.0,1.0,0.16666666666666666,696.75,1.0,139.0,0.0,4.0,4.0,0,1822.0181485109247,696.75,696.75,0.03002693361948727,0.0,0.11356959008597517,0.0018031371299355814,0.0
317688,2022-09-09,F,Unmarried,Has children,usa,indianapolis,IND,tucson,YED,133.0,500.75,39.717,-86.294,53.667,-87.752,2023-07-19 15:12:10,2023-07-20 11:00:00,41,2.1,8,4,4,4.0,2,0,2.0,1.0,4.0,2.0,0.3333333333333333,500.75,1.0,133.0,0.0,4.0,4.0,0,1555.0637495543872,1001.5,1001.5,0.04316035022592967,0.0,0.09680308135039806,0.0030407142492936516,0.0
322867,2022-09-14,F,Unmarried,Has no children,usa,mobile,BFM,austin,AUS,82.0,173.04,30.626,-88.068,30.194,-97.67,2023-01-25 13:09:08,2023-02-02 11:00:00,46,1.3,8,1,1,1.0,1,0,2.0,2.0,1.0,1.0,0.3333333333333333,173.04,2.0,82.0,0.0,1.0,1.0,7,921.7775000151938,346.08,346.08,0.014914562162945321,0.0,0.05702850008662028,0.0017836038045795494,0.0
324191,2022-09-15,F,Unmarried,Has no children,usa,san diego,SAN,los angeles,LSQ,86.0,70.47,32.733,-117.189,33.942,-118.408,2023-03-28 11:13:10,2023-04-05 11:00:00,40,1.3,8,2,2,2.0,1,0,2.0,1.0,3.0,1.0,0.3333333333333333,70.47,1.0,86.0,0.0,2.0,2.0,7,175.77036006258479,140.94,140.94,0.006073908897496283,0.0,0.010174298478746725,0.004071398668340406,0.0
328590,2022-09-18,F,Unmarried,Has no children,usa,san diego,NZY,new york,LOU,383.0,1601.03,32.699,-117.215,42.409,-73.779,2023-05-26 21:38:05,2023-06-01 11:00:00,56,18.1,8,4,3,4.0,1,1,2.0,3.0,4.0,1.0,0.3333333333333333,1601.03,3.0,383.0,1.0,4.0,3.0,5,3932.0207954187435,3202.06,3202.06,0.1379950384867103,0.0,0.2460917659697692,0.0038242495117477224,0.0
330764,2022-09-20,F,Unmarried,Has no children,usa,detroit,DET,ottawa,YOW,375.0,375.52,42.409,-83.01,45.323,-75.669,2023-04-14 11:00:00,2023-04-19 11:00:00,39,17.7,8,2,3,2.0,2,1,1.0,2.0,2.0,2.0,0.16666666666666666,375.52,2.0,375.0,1.0,2.0,3.0,5,671.4338745885356,375.52,375.52,0.016183299767190323,0.0,0.04130525821827601,0.002672031465606796,0.0
330893,2022-09-20,F,Married,Has children,usa,oklahoma city,OKC,new york,LSQ,133.0,382.9,35.393,-97.601,40.64,-73.779,2023-07-05 09:51:12,2023-07-06 11:00:00,43,2.1,8,3,3,3.0,2,0,0.0,1.0,3.0,2.0,0.0,382.9,1.0,133.0,0.0,3.0,3.0,1,2159.3598443223723,0.0,0.0,0.0,0.0,0.13475688841035263,0.0,0.0
331039,2022-09-20,F,Married,Has children,canada,london,YXU,los angeles,LAX,198.0,2290.87,43.036,-81.154,33.942,-118.408,2023-12-15 03:12:23,2023-12-23 11:00:00,45,10.2,8,2,2,2.0,6,1,2.0,3.0,4.0,6.0,0.3333333333333333,2290.87,3.0,198.0,1.0,2.0,2.0,8,3365.2980152416276,4581.74,4581.74,0.19745332305956168,0.0,0.21049781253940386,0.006397299609699786,0.0
334787,2022-09-23,F,Unmarried,Has no children,usa,minneapolis,MSP,ottawa,YOW,119.0,329.7,44.88,-93.217,45.323,-71.005,2023-03-31 11:15:22,2023-04-04 11:00:00,53,1.8,8,3,3,3.0,2,0,2.0,0.0,3.0,2.0,0.3333333333333333,329.7,0.0,119.0,0.0,3.0,3.0,3,1738.5260309575376,659.4,659.4,0.02841730897551475,0.0,0.10832573074601873,0.0017890857339584276,0.0
338086,2022-09-25,F,Unmarried,Has children,usa,washington,IAD,san diego,SAN,137.0,644.83,38.944,-77.456,32.847,-96.852,2023-05-12 19:31:38,2023-05-15 11:00:00,40,2.1,8,2,2,2.0,1,0,1.0,1.0,2.0,1.0,0.16666666666666666,644.83,1.0,137.0,0.0,2.0,2.0,2,1869.3955487734015,644.83,644.83,0.027789404529392145,0.0,0.11654520539134078,0.0016261651892366727,0.0
343928,2022-09-30,F,Married,Has no children,usa,el paso,BIF,winnipeg,YWG,122.0,5109.4,31.849,-106.38,50.056,106.662,2023-02-21 13:42:33,2023-02-25 11:00:00,65,1.9,8,2,1,2.0,1,0,2.0,1.0,1.0,1.0,0.3333333333333333,5109.4,1.0,122.0,0.0,2.0,1.0,3,10342.889539810452,10218.8,10218.8,0.44038640727781336,0.0,0.6487368889781442,0.00462961783879828,0.0
347778,2022-10-03,F,Unmarried,Has no children,usa,las vegas,LSV,san diego,YIP,162.0,2734.2,36.236,-115.034,42.409,-73.779,2023-06-26 13:33:05,2023-06-29 11:00:00,50,2.2,9,5,4,5.0,5,0,2.0,0.0,7.0,5.0,0.3333333333333333,2734.2,0.0,162.0,0.0,5.0,4.0,2,3578.2778377967607,5468.4,5468.4,0.23566456233197583,0.0,0.22387435950521611,0.007179095912686003,0.0
348817,2022-10-04,F,Unmarried,Has no children,canada,calgary,YYC,san jose,YHU,125.0,550.59,51.114,-114.02,45.517,-73.417,2023-05-26 12:46:55,2023-05-29 11:00:00,29,1.9,8,3,4,3.0,2,0,1.0,0.0,4.0,2.0,0.16666666666666666,550.59,0.0,125.0,0.0,3.0,4.0,2,3025.760913706647,550.59,550.59,0.023728065133194826,0.0,0.1891726281588849,0.0008554287830604459,0.0
349132,2022-10-04,F,Unmarried,Has no children,usa,cincinnati,CVG,new york,YMX,133.0,494.7,39.046,-84.662,45.517,-73.417,2023-03-28 14:27:45,2023-04-02 11:00:00,49,1.8,9,2,3,2.0,1,0,0.0,1.0,5.0,1.0,0.0,494.7,1.0,133.0,0.0,2.0,3.0,4,1170.098851871722,0.0,0.0,0.0,0.0,0.07262472974759189,0.0,0.0
350648,2022-10-05,F,Unmarried,Has no children,usa,lincoln,LNK,san antonio,SKF,295.0,212.18,40.851,-96.759,29.529,-98.279,2023-06-18 13:34:58,2023-06-22 11:00:00,18,13.5,8,2,2,2.0,0,1,3.0,2.0,2.0,0.0,0.5,212.18,2.0,295.0,1.0,2.0,2.0,3,1266.442401740426,636.54,636.54,0.027432141121131574,0.0,0.07867574436583434,0.002377927867553082,0.0
353271,2022-10-07,F,Unmarried,Has children,usa,milwaukee,MKE,new york,JFK,84.0,408.4,42.947,-87.896,40.64,-73.779,2023-03-22 10:29:44,2023-03-22 11:00:00,26,1.3,8,1,1,1.0,0,0,1.0,1.0,2.0,0.0,0.16666666666666666,408.4,1.0,84.0,0.0,1.0,1.0,0,1196.5550794383803,408.4,408.4,0.01760028660236613,0.0,0.07428635649860493,0.0016158108220508049,0.0
353694,2022-10-07,F,Unmarried,Has children,usa,new york,LGA,memphis,MEM,100.0,252.15,40.777,-73.872,41.786,-87.752,2023-07-11 11:56:01,2023-07-16 11:00:00,40,1.5,8,2,2,1.0,1,0,3.0,0.0,3.0,1.0,0.5,252.15,0.0,100.0,0.0,2.0,2.0,4,1163.9512039219492,756.45,756.45,0.03259974730744334,0.0,0.07223861663817689,0.0030776883726625196,0.0
354050,2022-10-07,F,Unmarried,Has no children,usa,detroit,DET,san jose,SJI,172.0,671.1,42.409,-83.01,37.362,-81.688,2023-07-13 15:10:20,2023-07-17 11:00:00,50,2.7,8,5,5,4.0,1,0,1.0,1.0,6.0,1.0,0.16666666666666666,671.1,1.0,172.0,0.0,5.0,5.0,3,572.4017513534668,671.1,671.1,0.028921528743506144,0.0,0.03508538334146658,0.00562179299618339,0.0
